sample_idx,psnr_winner,ssim_winner,pd_winner,mt_winner,direct_error_group_winner,distributional_group_winner,tail_group_winner,configured_physics_group_winner,cnn_gan_cnn_metric_wins,cnn_gan_gan_metric_wins,cnn_gan_ties,baseline_bicubic_metric_wins,baseline_cnn_metric_wins,baseline_gan_metric_wins,baseline_metric_ties,crop_mae_bicubic,crop_mae_cnn,crop_mae_gan,crop_rmse_bicubic,crop_rmse_cnn,crop_rmse_gan,question,groups,crop_panel,full_panel,forced_reason
124,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,5,3,7,0,0.9696612067287788,1.007835375214927,1.28167702781735,1.3537699214762653,1.377349488501636,1.7379035914092693,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_124_crop.png,panels_full/sample_124_full.png,
125,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,10,5,0,6,4,5,0,0.9784031092596706,1.0075871675775852,1.3238685681007336,1.35003976554807,1.3658951989301342,1.8234765259006265,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_125_crop.png,panels_full/sample_125_full.png,
126,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,7,8,0,6,3,6,0,0.9571226416679565,0.9859814098256174,1.319148550250102,1.3513496863365801,1.3577052986603784,1.8355541982124717,GAN wins many domain metrics but MT favors CNN: is GAN distributionally plausible but hierarchically misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_126_crop.png,panels_full/sample_126_full.png,
127,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,9,6,0,6,3,6,0,1.006265477295965,1.04213700982742,1.3860189118757262,1.4133075961568133,1.4151746507776508,1.950002076761994,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_127_crop.png,panels_full/sample_127_full.png,
128,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,10,5,0,8,3,4,0,1.058648638112936,1.0923964752606117,1.3998205960681662,1.4731044937151465,1.492209917264454,1.942409204091415,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_128_crop.png,panels_full/sample_128_full.png,
129,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,11,4,0,8,2,4,1,1.0696612542960793,1.0874991542566568,1.4419012399355415,1.5459971814917493,1.522767911416311,2.0929074705588695,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_129_crop.png,panels_full/sample_129_full.png,
130,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,10,5,0,8,3,4,0,1.1028790983953514,1.1310604099719785,1.4666530248275376,1.6446320401068664,1.6084169115440325,2.2001516562495347,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_130_crop.png,panels_full/sample_130_full.png,
131,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,10,5,0,7,5,3,0,1.1650139787932858,1.2090423275297508,1.5612448531988776,1.7566389229922341,1.7607934633449067,2.338393261121869,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_131_crop.png,panels_full/sample_131_full.png,
132,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,9,6,0,5,5,5,0,1.2223101783677703,1.2768453165650135,1.6441731317917583,1.8762331848445708,1.8980048816848587,2.4978332513570836,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_132_crop.png,panels_full/sample_132_full.png,
133,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,9,6,0,5,5,5,0,1.2969782424997538,1.3207248414680361,1.7044754735613241,2.0117947500677253,1.9833079997555731,2.578654095332372,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_133_crop.png,panels_full/sample_133_full.png,
134,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,5,5,5,0,1.2827326295792592,1.2760308798321056,1.708764427351125,2.00569558764727,1.9565732214052916,2.5977542264498914,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_134_crop.png,panels_full/sample_134_full.png,
135,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,11,4,0,5,5,5,0,1.1292301354711527,1.1465771801955997,1.5748825317126467,1.8036404761610558,1.763734098484565,2.423610962508539,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_135_crop.png,panels_full/sample_135_full.png,
136,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,11,4,0,7,4,4,0,1.0138015668396838,1.036659920916427,1.4048360852792394,1.6173903321293603,1.6082171175045563,2.1709952731658126,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_136_crop.png,panels_full/sample_136_full.png,
137,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,10,5,0,6,4,5,0,0.920480720892665,0.9338417177967494,1.2431922264193418,1.4750770155147084,1.4562161171625718,1.868072137886824,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_137_crop.png,panels_full/sample_137_full.png,
138,CNN,CNN,GAN,CNN,CNN,GAN,GAN,CNN,10,5,0,6,4,5,0,0.8410999798210105,0.8350750526221237,1.0879977430944563,1.3413800611265252,1.3029416766870654,1.6422985466603688,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_gan,panels_crop/sample_138_crop.png,panels_full/sample_138_full.png,
139,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,10,5,0,7,3,5,0,0.7957473455416039,0.7841158984974027,1.0688352728891186,1.2712497593828531,1.2223058991100288,1.580224727746677,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,bicubic_metric_majority;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_139_crop.png,panels_full/sample_139_full.png,
140,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,10,5,0,5,5,5,0,0.8044331116648391,0.7925585444364697,1.0680133167398163,1.268098780594458,1.2217746951355368,1.5986157333435427,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_140_crop.png,panels_full/sample_140_full.png,
141,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,10,5,0,3,8,4,0,0.9597161357942968,0.9419615283003077,1.2369468721002341,1.4746873524678032,1.423011536451245,1.8496548010683924,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_141_crop.png,panels_full/sample_141_full.png,
142,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,4,8,3,0,1.2171154301683418,1.240096939818468,1.6250296428220463,1.7463835797658773,1.7265814357028573,2.3111242329268293,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_142_crop.png,panels_full/sample_142_full.png,
143,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,4,8,3,0,1.184469055859372,1.2034364084480331,1.5304073219472776,1.7598033510557352,1.7104311760985642,2.198268124531267,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_143_crop.png,panels_full/sample_143_full.png,
144,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,3,9,3,0,1.1478346664173296,1.171365563691943,1.5353310789633543,1.7202742917104847,1.6906067112516694,2.2052673873743154,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_144_crop.png,panels_full/sample_144_full.png,
145,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,12,3,0,2,11,2,0,1.1542460520591704,1.2263615867195767,1.587326802716707,1.6940881275597464,1.7223336558815903,2.2667060497674476,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_145_crop.png,panels_full/sample_145_full.png,
146,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,12,3,0,2,11,2,0,1.1147836350888247,1.176368290980463,1.4887113662748015,1.6144463327687162,1.649537021670231,2.1378296816968043,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_146_crop.png,panels_full/sample_146_full.png,
147,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,12,3,0,3,10,2,0,1.0240304108412237,1.1073658313267516,1.4646854797191917,1.4714276504497603,1.5448994957929638,2.032477430051356,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_147_crop.png,panels_full/sample_147_full.png,
148,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,12,3,0,2,11,2,0,1.0006518910941669,1.071451895106584,1.3537064508754701,1.4448046912028205,1.4831346685960292,1.8867038792985875,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_148_crop.png,panels_full/sample_148_full.png,
149,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,12,3,0,3,10,2,0,0.9781166097969981,1.1007572323629937,1.3153443468642945,1.397817001985782,1.520534255828668,1.8100980154068032,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_149_crop.png,panels_full/sample_149_full.png,
150,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,12,3,0,2,11,2,0,0.9493400364814443,1.0440707720308273,1.245145569239685,1.3513515019195828,1.431259799553082,1.719899041957481,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_150_crop.png,panels_full/sample_150_full.png,
151,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,12,3,0,2,11,2,0,0.863096870019217,0.9776384820135717,1.2308978478550854,1.2529445124695544,1.3399934474050734,1.685205812544591,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_151_crop.png,panels_full/sample_151_full.png,
152,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,2,9,4,0,0.7649560862783983,0.9110131538610585,1.0399184521571443,1.116989068989822,1.2563727428231362,1.4499905368577188,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_152_crop.png,panels_full/sample_152_full.png,
153,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,2,9,4,0,0.6805763751345512,0.8426653880394952,0.9486985361334519,0.9915516015787499,1.1559464944528077,1.2926704699941516,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_153_crop.png,panels_full/sample_153_full.png,
154,CNN,CNN,GAN,GAN,CNN,GAN,CNN,CNN,12,3,0,2,10,3,0,0.622314191666519,0.7945310505947054,0.8800274741416797,0.8831608221024625,1.0739869924061507,1.1765589068098172,"MT favors GAN: is GAN structurally closer to GT, or sharper but misaligned?",cnn_three_method_metric_majority;direct_cnn;distributional_gan;forced_qualitative_set;gan_distributional_cases;mt_gan_all;mt_gan_diagnostic;pd_gan_all;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn;topology_consensus_gan;topology_consensus_gan_all,panels_crop/sample_154_crop.png,panels_full/sample_154_full.png,lower-confidence MT-GAN limitation case
155,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,3,9,3,0,0.608690284977929,0.7680647932322973,0.885812319728866,0.8528621655370178,1.04230410620737,1.1857824180573375,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_155_crop.png,panels_full/sample_155_full.png,
156,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,4,7,4,0,0.681487263791205,0.847207684185123,0.9371360817277673,0.9581001676794877,1.1550347789605238,1.311723998435352,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_156_crop.png,panels_full/sample_156_full.png,
157,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,5,6,4,0,0.815582942687106,0.9601868324915995,1.0847360819095775,1.1499107409900229,1.3125969119603869,1.4942942233383911,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_157_crop.png,panels_full/sample_157_full.png,
158,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,2,9,4,0,0.8785325378361449,0.987847755622497,1.1254881387807836,1.3065960164231458,1.43529514196872,1.598790029764215,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_158_crop.png,panels_full/sample_158_full.png,
159,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,9,6,0,3,7,5,0,0.8533108442388766,0.9665348594285024,1.1533694804007972,1.3684580925946077,1.4859175735525634,1.7337804258064886,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_159_crop.png,panels_full/sample_159_full.png,
160,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,11,4,0,4,8,3,0,0.7791088633077016,0.9019031964673195,1.138502649572838,1.2945937735284074,1.437706158067803,1.7521335153200055,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_160_crop.png,panels_full/sample_160_full.png,
161,CNN,CNN,GAN,CNN,CNN,GAN,CNN,CNN,10,5,0,3,7,5,0,0.7404996732139262,0.883750201833318,1.0855557609259268,1.2520355532765028,1.443700868586946,1.6672566573120577,Rare topology-CNN control neighborhood: when do both PD and MT reject GAN texture?,adjacent_cluster_161_164;candidate_structural_hallucination_signature;cnn_consensus_core;cnn_three_method_metric_majority;direct_cnn;distributional_gan;forced_qualitative_set;gan_distributional_cases;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_161_crop.png,panels_full/sample_161_full.png,adjacent control before rare topology-CNN samples 162-163
162,CNN,CNN,CNN,CNN,CNN,GAN,GAN,CNN,7,8,0,4,3,8,0,0.7279259063189966,0.9529903444342199,1.0790228444422245,1.225997995914658,1.505232336802206,1.6150711754851073,Rare topology-CNN control neighborhood: when do both PD and MT reject GAN texture?,adjacent_cluster_161_164;cnn_consensus_core;direct_cnn;distributional_gan;forced_qualitative_set;gan_distributional_cases;gan_majority_mt_rejects_gan;gan_metric_majority;gan_three_method_metric_majority;mt_cnn_all;pd_cnn_all;physics_cnn;psnr_cnn;ssim_cnn;tail_gan;topology_consensus_cnn;topology_consensus_cnn_all,panels_crop/sample_162_crop.png,panels_full/sample_162_full.png,rare PD-CNN and MT-CNN topology-consensus control
163,CNN,CNN,CNN,CNN,CNN,CNN,CNN,CNN,8,7,0,5,3,7,0,0.7710692591678526,0.9844172486772004,1.1729780830796517,1.290007550529065,1.5380277324425538,1.705890640324844,Rare topology-CNN control neighborhood: when do both PD and MT reject GAN texture?,adjacent_cluster_161_164;cnn_consensus_core;direct_cnn;distributional_cnn;forced_qualitative_set;gan_three_method_metric_majority;mt_cnn_all;pd_cnn_all;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn;topology_consensus_cnn;topology_consensus_cnn_all,panels_crop/sample_163_crop.png,panels_full/sample_163_full.png,rare PD-CNN and MT-CNN topology-consensus control
164,CNN,CNN,GAN,CNN,CNN,CNN,CNN,CNN,10,5,0,3,6,6,0,0.8118743048625765,0.9829771216068184,1.1575169448417728,1.336516262229021,1.5251098596058221,1.7028459460941938,Rare topology-CNN control neighborhood: when do both PD and MT reject GAN texture?,adjacent_cluster_161_164;candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_cnn;forced_qualitative_set;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_164_crop.png,panels_full/sample_164_full.png,adjacent control after rare topology-CNN samples 162-163
165,CNN,CNN,GAN,CNN,CNN,CNN,CNN,CNN,9,6,0,2,6,7,0,0.9637784300648491,1.129622458226222,1.2978803506086114,1.570829719973478,1.7445014682869238,1.917862322438711,PD favors GAN but MT favors CNN: are GAN features plausible but hierarchically/spatially misaligned?,candidate_structural_hallucination_signature;cnn_consensus_core;direct_cnn;distributional_cnn;gan_three_method_metric_majority;mt_cnn_all;pd_gan_all;pd_gan_mt_cnn_all;pd_gan_mt_cnn_control;pd_mt_disagreement;physics_cnn;psnr_cnn;ssim_cnn;tail_cnn,panels_crop/sample_165_crop.png,panels_full/sample_165_full.png,
